stop_id,stop_name,stop_type,stop_other,stop_coord
kotp,"Kótpuszta",megszűnt állomás,"",46.959406:21.335011
kohi,"Kovácshida",megszűnt megállóhely,"",
kovc,"Kovácsi mocsár",(Felvidék/Szlovákia),"Kozárovce zastávka",
kovm,"Kovácsműhely",megállóhely,"",
kove,"Kővágóér",megszűnt megállóhely,"",
kose,"",(Felvidék/Szlovákia),"",
wkri,"Krinolin kert",megszűnt kisvasúti,"",
krif,"Kristóffalva",megszűnt megállóhely (Horvátország),"",
krig,"Krivány-Gyetva",(Felvidék/Szlovákia),"Kriváň",
krup,"",megszűnt (Felvidék/Szlovákia),"",
kukl,"Kukló-Csári",(Felvidék/Szlovákia),"Kuklov",
kulc,"Kulcs",megállóhely,"",47.051066:18.897723
wkgf,"Kunágota felső",megszűnt kisvasúti megállóhely,"",
wkgp,"Kunágota posta",megszűnt kisvasúti megállóhely,"",
wkgr,"Kunágota rakodó",megszűnt kisvasúti megállóhely,"",
wkgs,"Kunágota Széchenyi út",megszűnt kisvasúti megállóhely,"",
wkgt,"Kunágota tanácsháza",megszűnt kisvasúti megállóhely,"",
wkub,"Kunbaja",megszűnt kisvasúti állomás,"",
knba,"Kunbaja-Bácsalmási szőlők",megszűnt,"",
knfe,"Kunfehértó",állomás,"",
kngy,"Kungyalu",megállóhely,"Almássymajor",46.908325:20.267924
knga,"Kungyalu alsó",megállóhely,"Gyalupuszta",46.88201:20.269458
wkuh,"Kunhalom",megszűnt kisvasúti állomás,"",
knhe,"Kunhegyes",állomás,"",47.376701:20.640601
knma,"Kunmadaras",állomás,"",
knsa,"Kunszállás",megállóhely,"Kiskunfélegyházi Jakabszállás",46.781049:19.768652
knse,"Kunszentmárton",állomás,"",46.848309:20.293459
knsp,"Kunszentmárton-Érpart",megállóhely,"",46.831119:20.29854
knta,"Kunszentmiklós-Tass",állomás,"",47.014807:19.099994
kntp,"Kuntapolca",(Felvidék/Szlovákia),"Kunova Teplica",
kurd,"Kurd",állomás,"Kurd-Csibrák",46.450265:18.31837
wkup,"Kuriapuszta",megszűnt kisvasúti,"",
kuta,"Kutas",megállóhely,"",
kutp,"Kutasi puszta",megszűnt megállóhely,"",
wkut,"Kutitanya",kisvasúti,"",46.636477:19.330101
kutv,"Kútvölgy",állomás,"Kútvölgyi gyógyintézet",46.459384:20.452029
kvez,"",megállóhely (Felvidék/Szlovákia),"",
kull,"Küllőd",megszűnt megállóhely (Szerbia),"",
kmep,"Külsőmezőhegyespuszta",megszűnt megállóhely,"",46.281242:20.780468
kuls,"Külsővat",állomás,"",
kung,"Küngös",megszűnt megállóhely,"",
kutr,"Kürt",(Felvidék/Szlovákia),"Strekov",
kurt,"Kürtös",állomás (Románia/Erdély),"Curtici",
kobo,"Köbölkút",(Felvidék/Szlovákia),"Gbelce",
wkol,"Kölcse",megszűnt kisvasúti állomás,"",
kole,"Kölesd-Alsótengelic",megszűnt megállóhely,"",46.539078:18.673036
kncs,"Köncsög",megszűnt megállóhely,"",46.852749:19.52024
wkon,"Köncsögpuszta",kisvasúti megállóhely,"",46.787636:19.551871
kopc,"Köpcsény",(Ausztria),"Kittsee",
korm,"Körmend",állomás,"",47.016074:16.597384
korb,"Körmöcbánya",(Felvidék/Szlovákia),"Kremnica",
krny,"Környe",állomás,"",47.542948:18.333699
kort,"Körtés",megszűnt megállóhely (Szerbia),"",
krgy,"Körösgyéres",megszűnt (Románia/Erdély),"",
wkhi,"Köröshíd",megszűnt kisvasúti,"",
krla,"Körösladány",állomás,"",46.970064:21.085825
krnh,"Körösnagyharsány",megállóhely,"",47.013023:21.641098
krnr,"Körösnagyharsány régi",megszűnt állomás,"",47.015377:21.652807
krsz,"Körösszakál",megszűnt állomás,"",47.008264:21.605959
krsg,"Körösszeg",megszűnt (Románia/Erdély),"",
wkrt,"Köröstetétlen",megszűnt kisvasúti állomás,"",
kruj,"Körösújfalu",megszűnt megállóhely,"Ihráz",46.967614:21.39559
kote,"Kötegyán",állomás,"",46.758601:21.479553
kvec,"Kövecses",(Felvidék/Szlovákia),"Štrkovec",
wkoh,"Köveshegy",megszűnt kisvasúti megállóhely,"",
wkga,"Közép-Garadna",kisvasúti megállóhely,"",48.116924:20.572556
kzme,"Középmező",megállóhely,"",45.995904:18.669224
kzri,"Középrigóc",állomás,"",45.970482:17.524884
wmhk,"Központ",megszűnt kisvasúti megállóhely,"",46.312561:20.820143
wkpf,"Központi főmajor",kisvasúti,"",46.680463:17.499788
klac,"",(Felvidék/Szlovákia),"",
laba,"Lábatlan",állomás,"",47.752163:18.514686
labo,"Lábod",megszűnt állomás,"",
labs,"",megállóhely (Felvidék/Szlovákia),"",
neml,"Lad",megszűnt állomás,"Németlad-Gyöngyöspuszta, Lad-Gyöngyöspuszta",
ladi,"Ládi fatelep",megálló-rakodóhely,"",48.087002:20.721051
ladc,"",(Felvidék/Szlovákia),"",
lado,"Ladó",megszűnt,"",
lagy,"Lágymányosi híd",megállóhely,"",47.469735:19.070115
lajh,"Lajoshalma",(Felvidék/Szlovákia),"Ľudovítov",
wlaj,"Lajosháza",kisvasúti állomás,"",47.85896:19.935776
lajm,"Lajosmizse",állomás,"",47.028428:19.54238
laja,"Lajosmizse alsó",megállóhely,"Szent-Lajos",47.02276:19.550188
ljkt,"Lajtakáta",(Ausztria),"Gattendorf",
ljko,"Lajtakörtvélyes",(Ausztria),"Pama",
ljmi,"Lajtaszentmiklós",állomás (Ausztria),"Neudörfl",
ljuj,"Lajtaújfalu",állomás (Ausztria),"Neufeld an der Leitha",
laki,"Lakitelek",állomás,"Kisalpár",46.872949:20.003897
lako,"Lakompak",állomás (Ausztria),"Lackenbach",
welk,"Laktanya",megszűnt kisvasúti,"",
lama,"Lamacs",(Felvidék/Szlovákia),"Bratislava-Lamač",
lapi,"Lapistó",megszűnt megállóhely,"",
lask,"Laskafalu",(Horvátország),"Čeminac",
wlas,"Lassi",kisvasúti állomás,"",46.236931:18.857269
lato,"Látókép",megszűnt megállóhely,"",47.55864:21.499189
latv,"Látványtár",megállóhely,"",
laza,"Lázári",megszűnt (Románia/Erdély),"",
lazi,"Lázi",megszűnt megállóhely,"",47.470098:17.835523
lean,"Leányvár",állomás,"Leányvár-Csév",47.687499:18.772692
lebe,"Lébény-Mosonszentmiklós",állomás,"",47.755783:17.425313
lede,"Lédec",(Felvidék/Szlovákia),"Ladce",
ledn,"Lednicróna",megszűnt állomás (Felvidék/Szlovákia),"Lednické Rovne",
wleh,"Lehóczki kitérő",megszűnt kisvasúti,"",
lend,"Lendva",(Szlovénia),"Alsólendva, Lendava",
lenh,"Lendva-Hosszúfalu",megszűnt (Szlovénia),"",
leng,"Lengyeltóti",állomás,"",46.660701:17.613398
lnti,"Lenti",állomás,"",46.621249:16.529654
wlen,"Lenti ÁEV",kisvasúti,"",
wleg,"Lenti-Gyöngyvirág u.",kisvasúti,"",
lnts,"Lentiszombathely",megállóhely,"",46.611261:16.572533
wlem,"Lentiszombathely-Mumor",kisvasúti megállóhely,"",
leoz,"",megállóhely (Felvidék/Szlovákia),"",
lepp,"Leperdpuszta",megszűnt megállóhely,"",46.134284:18.694008
lepe,"Lépesfalva-Somfalva",állomás (Ausztria),"Loipersbach-Schattendorf",
leps,"Lepsény",állomás,"",46.9874:18.247486
lepf,"Lepsény felső",megszűnt megállóhely,"",
lesi,"Lesenceistvánd",megszűnt megállóhely,"",
lese,"Lesencetomaj",állomás,"",46.875718:17.378787
leta,"Létavértes",megszűnt állomás,"Nagyléta-Vértes",47.393737:21.879053
leva,"Léva",(Felvidék/Szlovákia),"Levice",
leve,"Levél",megállóhely,"",47.889817:17.192171
levm,"Levelek-Magy",megállóhely,"",47.947952:21.993687
libb,"Libetbánya",(Felvidék/Szlovákia),"Ľubietová",
lice,"Lice-Gice",(Felvidék/Szlovákia),"Hucín",
lige,"Ligettanya",megállóhely,"Majláthtelep",47.951598:22.071304
liki,"",(Felvidék/Szlovákia),"",
wlil,"Lillafüred",kisvasúti állomás,"",48.103566:20.622737
lipo,"Lipótfa",megszűnt állomás,"",
lipv,"Lipótvár",állomás (Felvidék/Szlovákia),"Leopoldov",
lipn,"",(Felvidék/Szlovákia),"",
litk,"Litke",megállóhely,"",48.215879:19.59866
litv,"Litvailló",(Felvidék/Szlovákia),"Lietavská Lúčka",
locc,"Lőcs",megszűnt megállóhely (Horvátország),"",
locs,"Locsmánd",megszűnt állomás (Ausztria),"Lutzmannsburg",47.464009:16.648842
wlok,"Lókuca",megszűnt kisvasúti megállóhely,"",
loku,"Lókút",megszűnt megállóhely,"Olaszfalu-Eplény",
loko,"Lőkösháza",állomás,"",46.432108:21.237629
lony,"Lónyabánya",(Felvidék/Szlovákia),"Lovinobaňa",
lope,"Lopér-Alsószabadi",(Felvidék/Szlovákia),"Lopej",
lora,"Lórántháza",megszűnt megállóhely,"",
lori,"Lőrinci",megállóhely,"",47.737696:19.673918
wlor,"Lőrinczy-kert",megszűnt kisvasúti megállóhely,"",
loso,"Losonc",állomás (Felvidék/Szlovákia),"Lučenec",48.336887:19.666165
lost,"Losonctamási",állomás (Felvidék/Szlovákia),"Tomášovce",
losv,"Losoncvásártér",megszűnt megállóhely,"",
wlot,"Lőtér",megszűnt kisvasúti,"",46.725715:19.449586
lova,"Lovasberény",megszűnt állomás,"",47.303869:18.559612
lovi,"",megállóhely (Felvidék/Szlovákia),"",
lozo,"Lozornó",(Felvidék/Szlovákia),"Lozorno",
lubo,"Luboka régi",megszűnt (Felvidék/Szlovákia),"",
luct,"Lucatő",(Felvidék/Szlovákia),"Lučatín",
luci,"Luciabánya",megszűnt állomás (Felvidék/Szlovákia),"Baňa Lucia",
wldd,"Ludad",megszűnt kisvasúti állomás,"",
wldp,"Ludadpuszta",megszűnt kisvasúti állomás,"",
ludh,"Ludányhalászi",megállóhely,"",48.132481:19.52946
wlut,"Ludányi tanya",megszűnt kisvasúti,"",
luds,"Ludas",állomás,"",47.723988:20.095641
wlud,"Ludastó",megszűnt kisvasúti,"",46.795882:19.57382
lujh,"Lujzahuta",(Felvidék/Szlovákia),"Polomka-Hámor",
wluj,"Lujzamajor",megszűnt kisvasúti,"",
lukh,"Lukácsháza",megállóhely,"Lukácsháza-Nemescsó",47.34077:16.580404
luka,"Lukácsháza alsó",megállóhely,"Nagycsömöte",47.326646:16.585233
wluk,"Lukafa",kisvasúti,"",
wlue,"Lukafai elágazás",kisvasúti megállóhely,"",46.197644:17.900248
luky,"",(Felvidék/Szlovákia),"",
lysa,"",(Felvidék/Szlovákia),"",
wlyb,"Lyukóbánya",megszűnt kisvasúti állomás,"",
wlya,"Lyukóbánya alsó",megszűnt kisvasúti megállóhely,"",
lovo,"Lövő",állomás,"",47.509657:16.777295
macs,"Macs",állomás,"",47.568437:21.481194
mack,"Mácsa kitérő",megszűnt (Románia/Erdély),"",
mad_,"Mád",állomás,"",48.189968:21.268799
wmat,"Madár tanya",megszűnt kisvasúti,"",
mada,"Madaras",megszűnt,"",
madp,"Madarászpuszta",megszűnt,"",
magd,"Magdolnatelep",megszűnt megállóhely,"",
magl,"Maglód",állomás,"",47.438893:19.340729
magn,"Maglódi Nyaraló",megállóhely,"",47.434168:19.363469
mago,"Mágocs-Alsómocsolád",állomás,"",
magm,"Mágori-majori rakodó",megszűnt megálló-rakodóhely,"",
magr,"Mágorpuszta",megszűnt megállóhely,"",46.960114:21.225927
mgba,"Magyarbánhegyes",állomás,"",46.451039:20.969207
mgbu,"Magyarbánhegyes-Újtelep",megszűnt megállóhely,"Vertántanya-Háritanya",46.469433:20.994101
wmbu,"Magyarbánhegyesi út",megszűnt kisvasúti megállóhely,"",
mgbe,"Magyarbél",(Felvidék/Szlovákia),"Veľký Bielv",
mgbo,"Magyarbóly",állomás,"",45.834977:18.490664
mgcs,"Magyarcsanád",megállóhely,"",46.174607:20.610275
mgcr,"Magyarcsanád mrh.",megszűnt megálló-rakodóhely,"",46.168648:20.601494
wmre,"Magyaregres",megszűnt kisvasúti,"",
mgfa,"Magyarfalu cukorgyár",állomás (Felvidék/Szlovákia),"Záhorská Ves",
mghe,"Magyarhertelend",megállóhely,"",46.193102:18.15654
mgkz,"Magyarkeresztúr-Zsebeháza",megállóhely,"",
mgku,"Magyarkút",megállóhely,"",47.849109:19.046717
mgkv,"Magyarkút-Verőce",megállóhely,"Magyarkút-Nógrádverőce",47.831285:19.040274
mgna,"Magyarnándor",állomás,"",47.972323:19.357954
wmgs,"Magyarsor",megszűnt kisvasúti,"",46.830924:19.613166
mgsk,"Magyarszék",állomás,"Magyarszék-Sikonda gyógyfürdő",46.210191:18.186044
mgsh,"Magyarszerdahely",megállóhely,"Újnéppuszta",
mgut,"Magyarút",megszűnt megállóhely (Szerbia),"",
wmah,"Mahóca",kisvasúti állomás,"",48.143897:20.592363
wmkf,"Mákföld",megszűnt kisvasúti,"",
makl,"Maklár",állomás,"",47.807953:20.404618
mako,"Makó",állomás,"",46.204588:20.474762
maks,"Makó-Újváros",megszűnt állomás,"",46.231273:20.496149
makt,"Makó-Újvásártér",megállóhely,"",46.216451:20.512292
makr,"Makranc",(Felvidék/Szlovákia),"Mokrance",
mpak,"",(Felvidék/Szlovákia),"",
mala,"Malacka",(Felvidék/Szlovákia),"Malacky",
kshl,"Malé Straciny",megszűnt (Felvidék/Szlovákia),"",
mzli,"Malé Zlievce",megszűnt (Felvidék/Szlovákia),"",
wmak,"Malomkert",kisvasúti megállóhely,"",
wmal,"Malomtelelő",kisvasúti,"",46.248668:18.856944
wmav,"Malomvölgy",kisvasúti megállóhely,"",
mand,"Mándok",állomás,"",
manz,"",megállóhely (Felvidék/Szlovákia),"",
wmar,"Mára kitérő",megszűnt kisvasúti,"",
mrli,"Marcali",megszűnt állomás,"",46.580656:17.421404
mrto,"Marcaltő",megállóhely,"",47.42774:17.34894
mrch,"",állomás (Ausztria),"",
marc,"Márczfalva-Fraknónádasd",megállóhely (Ausztria),"Marz-Rohrbach",
marf,"Márfa",megszűnt megállóhely,"",
marg,"Margit híd",megállóhely,"",47.51483:19.039285
mfal,"Margitfalva",állomás (Felvidék/Szlovákia),"Margecany",
mrbe,"Máriabesnyő",megállóhely,"",47.595743:19.389575
mrbk,"Máriabesnyői kolostor",megszűnt megállóhely,"",
mrgy,"Máriagyűd",megszűnt megállóhely,"",
mrhu,"Máriahuta-Zakárfalva",(Felvidék/Szlovákia),"Žakarovce",
mrka,"Máriakápolna",megszűnt megállóhely,"",
wmrk,"Máriakút",kisvasúti megállóhely,"",
mrko,"Máriakönnye",megszűnt megállóhely,"",
mrla,"Márialaka",megszűnt megállóhely,"",
wmam,"Máriamajor",megszűnt kisvasúti állomás,"",
wmra,"Márianosztra",kisvasúti állomás,"",
mrpo,"Máriapócs",állomás,"",47.852927:22.019146
mrst,"Máriaszőlőtelep",megszűnt megállóhely,"",
mrtg,"Máriatölgyes",(Felvidék/Szlovákia),"Dubnica nad Váhom",
mrud,"Máriaudvar",megállóhely,"",47.752487:19.164223
mruf,"Máriaújfalu",megszűnt megállóhely,"",
marh,"Mariházi",megszűnt megállóhely,"",
mark,"Márkó",megállóhely,"",47.126931:17.810778
mrok,"Márok",megállóhely,"Hercegszentmárton",45.886835:18.499095
wmtb,"Mártabánya",kisvasúti,"",48.107591:20.686225
mrte,"Mártély",állomás,"",46.473293:20.236157
mrfu,"Martfű",állomás,"",47.020814:20.292062
wmri,"Martinka",kisvasúti,"",47.550767:21.760049
mrhz,"Martonháza",(Felvidék/Szlovákia),"Ochtiná",
mrva,"Martonvásár",állomás,"",47.320617:18.781251
wmsl,"Mászlonyi út",megszűnt kisvasúti megállóhely,"Mászlonyi elágazás",
mast,"Masztinc",megszűnt (Felvidék/Szlovákia),"Maštinec",
math,"Mátéházapuszta",állomás,"",
mats,"Mátészalka",állomás,"",47.951:22.31372
matr,"Mátészalka régi",megszűnt állomás,"",
wmaf,"Matkó felső",megszűnt kisvasúti,"",46.817788:19.641268
wmaa,"Matkó-Alsó",megszűnt kisvasúti,"",46.791492:19.62445
mtba,"Mátraballa",megszűnt állomás,"",47.984642:20.024148
mtde,"Mátraderecske",megszűnt megállóhely,"",47.946406:20.077955
wmfu,"Mátrafüred",kisvasúti,"Mátrafüred-Benevár",47.830854:19.970454
wmfa,"Mátrafüred alsó",kisvasúti,"Mátrafüred-Kozmáry",47.826711:19.970995
mtmi,"Mátramindszent",megszűnt állomás,"",
mtht,"Mátranovák-Homokterenye",megszűnt állomás,"",
mtsz,"Mátraszőlős-Hasznos",megállóhely,"",47.938868:19.706501
mtvr,"Mátraverebély",megállóhely,"Mátraverebély-Szentkút kolostor, Mátraverebély-Szentkúti kolostor",47.968563:19.780191
mtve,"Mátravidéki Erőmű",állomás,"",
matn,"Mattersburg Nord",(Ausztria),"",
mtdo,"Mátyásdomb",megállóhely (Szlovénia),"Mačkovci",
wmdf,"Mátyásdomb felső",megszűnt kisvasúti megállóhely,"",
wmdo,"Mátyásdomb GV",megszűnt kisvasúti állomás,"",
mtfa,"Mátyásföld alsó",,"",
mtfo,"Mátyásföld Repülőtér",,"",
mtfi,"Mátyásföld, Imre utca",,"",
maza,"Máza-Szászvár",állomás,"",
mece,"Mece",(Horvátország),"",
mecn,"Mecenzéf",megszűnt állomás (Felvidék/Szlovákia),"Medzev",
mcsc,"Mecsekalja-Cserkút",állomás,"",
mcsj,"Mecsekjánosi",állomás,"",
mcsp,"Mecsekpölöske",megállóhely,"",
wmed,"Medgyes",megszűnt kisvasúti,"",
mede,"Medgyesegyháza",állomás,"",46.496376:21.030428
medg,"Medgyespuszta",megszűnt,"Meggyespuszta",47.049921:17.938515
medi,"Medinci-Senkovac",megszűnt (Horvátország),"",
megp,"Meggyespele",megállóhely,"Meggyes-Pelei tanyák",47.441076:19.939495
wmeg,"Megyaszó",megszűnt kisvasúti állomás,"",
megc,"Megyercs",(Felvidék/Szlovákia),"Čalovec",
mehk,"Méhkerék",megállóhely,"",
melc,"Melcsic",(Felvidék/Szlovákia),"Melčice",
wmel,"Melindai tanyák",megszűnt kisvasúti megállóhely,"",
wmly,"Mélyéger",kisvasúti,"",
mely,"Mélykút",állomás,"",
melk,"Mélykúti tanyák",megszűnt megállóhely,"",
mend,"Mende",állomás,"",47.426716:19.439849
mene,"Ménesmajor",megszűnt megállóhely,"",
mnfc,"Ménfőcsanak",állomás,"Ménfő",
mnff,"Ménfőcsanak felső",megállóhely,"Csanakfalu, Csanakfalu 5. sz. őrház",
ment,"Méntelek",megállóhely,"",46.978725:19.570694
wmen,"Menyecske",megszűnt kisvasúti,"",
mera,"Méra",megállóhely,"Felsőméra",
mern,"Mernye",állomás,"",46.508125:17.832385
mero,"Merőce",(Felvidék/Szlovákia),"Kapince",
mest,"Mesterháza-Tompaládony",megszűnt állomás,"Mesterháza-Pórládony",
mesb,"Mészkőbánya",megszűnt megálló-rakodóhely,"",
mesz,"Mesztegnyő",megszűnt állomás,"",46.507891:17.43293
wmes,"Mesztegnyő EV",kisvasúti állomás,"",
mzbe,"Mezőberény",állomás,"",
mzcs,"Mezőcsát",megszűnt állomás,"",47.824732:20.915723
mzfa,"Mezőfalva",állomás,"Hercegfalva",
mzhe,"Mezőhegyes",állomás,"",46.310843:20.815851
wmeh,"Mezőhegyes GV",megszűnt kisvasúti állomás,"",46.311264:20.806774
wmhu,"Mezőhegyes Újtelep",megszűnt kisvasúti,"",
wmhe,"Mezőhegyesi elágazás",megszűnt kisvasúti állomás,"",
mzhi,"Mezőhídvég",megszűnt állomás,"Komárom-Hidvégh, Mezőkomárom-Szabadhídvég",46.827368:18.282613
mzke,"Mezőkeresztes-Mezőnyárád",állomás,"",
mzkh,"Mezőkovácsháza",állomás,"",46.408035:20.8999
mzhf,"Mezőkovácsháza felső",megállóhely,"Bélamajor",46.415909:20.919149
wmzk,"Mezőkovácsháza GV",megszűnt kisvasúti állomás,"",46.406796:20.895674
mzkv,"Mezőkövesd",állomás,"",
mzvf,"Mezőkövesd felső",megállóhely,"",
mzko,"Mezőkövesd-Hőfürdő",megszűnt megállóhely,"",
mzkz,"Mezőköz",(Felvidék/Szlovákia),"Medzibrod",
mzla,"Mezőlak",állomás,"",
mezm,"Mezőmegyer",megszűnt megállóhely,"",
mzpe,"Mezőpeterd",állomás,"",
mzta,"Mezőtárkány",állomás,"",47.725171:20.48017
mztu,"Mezőtúr",állomás,"",
mzzo,"Mezőzombor",állomás,"",
micl,"",(Felvidék/Szlovákia),"",
micz,"",megállóhely (Felvidék/Szlovákia),"",
migl,"Miglészpataka",(Felvidék/Szlovákia),"Gemerský Milhosť",
miha,"Mihályháza",megállóhely,"",
mikc,"Mikeccsárda",megszűnt megállóhely,"",
mike,"Mikepércs",megszűnt megállóhely,"",
mikh,"Miklóshalma",megállóhely (Ausztria),"Nickelsdorf",
wmik,"Miklósmajor",megszűnt kisvasúti állomás,"",
mikl,"Miklóstelep",megállóhely,"",46.913448:19.630811
miko,"Mikófalva",megszűnt megállóhely,"",48.055959:20.321967
wmih,"Mikóháza",megszűnt kisvasúti megállóhely,"",
miks,"Mikosdpuszta",megszűnt állomás,"",47.026424:17.016262
mikf,"Mikosfalva",megszűnt megállóhely (Felvidék/Szlovákia),"Mikušovce",
mikv,"Miksavár",(Horvátország),"Macinec",
milt,"Milleniumtelep",,"",
milo,"Milohó",(Felvidék/Szlovákia),"Milochov",
mind,"Mindszent",állomás,"",
mirh,"Mirhó",megszűnt megállóhely,"",
mise,"Misérd",(Felvidék/Szlovákia),"Nové Košarišká",
wmig,"Miskolc Győri kapu",megszűnt kisvasúti,"",
wmid,"Miskolc-Dorottya utca",kisvasúti,"Miskolc-Kilián Észak",
msgo,"Miskolc-Gömöri",állomás,"Miskolc",48.106936:20.800263
msre,"Miskolc-Rendező pu.",teherpályaudvar,"",48.092168:20.799888
msrp,"Miskolc-Repülőtér",megszűnt megállóhely,"",
msti,"Miskolc-Tiszai",állomás,"Miskolc személy pu.",48.098795:20.809794
mlyn,"",(Felvidék/Szlovákia),"",
mlyz,"",(Felvidék/Szlovákia),"",
mocs,"Mőcsény",megállóhely,"",
modo,"Modor-Nagysenkőc",(Felvidék/Szlovákia),"Šenkvice",
mogy,"Mogyoród",,"",
mogb,"Mogyorósbánya",megszűnt megállóhely,"",
moha,"Moha",állomás,"",47.246146:18.340644
mohr,"Moha-Rakodó",állomás,"",47.274234:18.30628
mhcs,"Mohács",állomás,"",46.002515:18.684524
moho,"Mohora",megállóhely,"",
molv,"Molvány",megállóhely,"",
mono,"Monor",állomás,"",47.345144:19.437259
mont,"Monori tanyák",megszűnt megállóhely,"",
mone,"Monorierdő",megállóhely,"",47.308515:19.499858
monb,"Mónosbél",állomás,"",48.032086:20.329826
mona,"Monostorpályi",megszűnt állomás,"",
mons,"Monostorszeg",megszűnt megállóhely (Szerbia),"",
wmon,"Monyha",megszűnt kisvasúti megállóhely,"",
mor_,"Mór",állomás,"",47.36949:18.188733
mors,"Mór-Sporttelep",megszűnt megállóhely,"",
moru,"Mór-Újtelep",megszűnt megállóhely,"",
mrag,"Mórágy",megszűnt megállóhely,"",
mral,"Mórágy-Alsónána",megszűnt megállóhely,"",
wmoh,"Mórahalom",megszűnt kisvasúti állomás,"",
wmrg,"Morgó",kisvasúti állomás,"",
wmor,"Móricgát",megszűnt kisvasúti megállóhely,"",
wmoc,"Móricháza",megszűnt kisvasúti állomás,"",
mrja,"Morvaszentjános",(Felvidék/Szlovákia),"Moravský Ján",
msma,"Mosonmagyaróvár",állomás,"",47.850564:17.266354
msan,"Mosonszentandrás",(Ausztria),"St. Andrä am Zicksee",
mssz,"Mosonszolnok",állomás,"",
msuf,"Mosonújfalu",(Ausztria),"Neudorf",
moja,"",,"",
mojz,"",,"",
wmos,"Mosztonga major",megszűnt kisvasúti megállóhely,"",
mozs,"Mozsgó-Szulimán",megszűnt állomás,"",
muke,"Műkert",megszűnt megállóhely,"",
mrhd,"Murahíd déli hídfő",megszűnt megállóhely (Horvátország),"",
mrhe,"Murahíd északi hídfő",megszűnt megállóhely (Szlovénia),"",
mura,"Murakeresztúr",állomás,"",46.363836:16.876638
mrki,"Murakirály-Perlak",(Horvátország),"Donji Kraljevec",
mual,"Murányalja",állomás (Felvidék/Szlovákia),"Muráň",
muhr,"Murányhosszúrét",(Felvidék/Szlovákia),"Muránska Dlhá Lúka",
mrsi,"Murasiklós",(Horvátország),"Vratišinec",
mrse,"Muraszerdahely",állomás (Horvátország),"Mursko Središće",
mrso,"Muraszombat",állomás (Szlovénia),"Murska Sobota",46.659403:16.171622
muro,"Murony",állomás,"Békés-Földvár",
musz,"Musznya-Vaslak",megszűnt (Szlovénia),"",
muzs,"Muzsla",(Felvidék/Szlovákia),"Mužla",
mytv,"",(Felvidék/Szlovákia),"",
nadb,"Nadab",állomás (Románia/Erdély),"",
wnad,"Nádas-dűlő",megszűnt kisvasúti megállóhely,"",
nada,"Nádasd",megszűnt megállóhely,"",46.966515:16.602999
nade,"Nádasér",(Felvidék/Szlovákia),"Nedožery",
nadf,"Nádasfő",(Felvidék/Szlovákia),"Rohožník",
nadh,"Nádashalom",megszűnt megállóhely,"",
nads,"Nádorszállás",megszűnt megállóhely (Szerbia),"",
wndt,"Nádtelep",kisvasúti megállóhely,"",
ndud,"Nádudvar",megszűnt állomás,"",47.427455:21.173044
ndua,"Nádudvar alsó",megszűnt megállóhely,"",47.418094:21.176088
nadu,"Nádújfalu",megszűnt megállóhely,"",
wnag,"Nágel major",megszűnt kisvasúti megállóhely,"",
ngal,"Nagyállás",megszűnt megállóhely,"Póhalom, Nagyszállás",46.960255:20.815897
ngat,"Nagyatád",állomás,"",46.228446:17.35429
ngab,"Nagyatád-Bodvica",megszűnt megállóhely,"",
ngbr,"Nagybaracska",megszűnt állomás,"",
ngbs,"Nagybaracskai szőlők",megszűnt megállóhely,"",
ngba,"Nagybátony",állomás,"",
ngbl,"Nagybélic",(Felvidék/Szlovákia),"Veľké Bielice",
ngbe,"Nagyberki",megállóhely,"",46.356204:18.007802
ngbc,"Nagybiccse-Peredmér",(Felvidék/Szlovákia),"Bytča",
ngbo,"Nagybossány",(Felvidék/Szlovákia),"Bošany",
wnbu,"Nagybugac",megszűnt kisvasúti megállóhely,"",
wnbo,"Nagybörzsöny",kisvasúti,"",
ngce,"Nagycenk",állomás,"",
ngch,"Nagycenk-Hidegség",megszűnt megállóhely,"",
ngca,"Nagycsány",megszűnt megállóhely,"",
ngcc,"Nagycsécs",megállóhely,"",47.953707:20.94636
ngcr,"Nagycsere",állomás,"",
ngdb,"Nagydobos",állomás,"",48.054135:22.311363
ngdr,"Nagydorog",állomás,"",
ngec,"Nagyecsed",állomás,"",
nger,"Nagyér",megállóhely,"Nagymajláth",46.370751:20.737363
nges,"Nagyesztergár",megszűnt állomás,"",
ngfa,"Nagyfalva",megállóhely (Ausztria),"Mogersdorf",
nggn,"Nagygyanté",megszűnt megállóhely,"",
nggy,"Nagygyimót",megszűnt megállóhely,"",47.342245:17.560161
wnha,"Nagyhalász",megszűnt kisvasúti állomás,"",
wnhk,"Nagyhalászi-Kendergyár",megszűnt kisvasúti állomás,"",
ngha,"Nagyhalom",megszűnt megállóhely,"",
nghr,"Nagyharsány",megszűnt állomás,"",45.847929:18.38014
nght,"Nagyhát",állomás,"",47.581219:21.445651
wnhi,"Nagyhideghegy",megszűnt kisvasúti állomás,"",
ngic,"Nagyicce",,"",
nida,"Nagyida",(Felvidék/Szlovákia),"Veľká Ida",
ngig,"Nagyigmánd-Bábolna",állomás,"",47.630876:18.050738
wnio,"Nagyirtás-Szent Orbán Erdei Hotel",kisvasúti,"",
ngkl,"Nagykálló",állomás,"",47.870896:21.825688
nkal,"Nagykálna",(Felvidék/Szlovákia),"Kalná nad Hronom",
ngkn,"Nagykanizsa",állomás,"",46.440843:16.986792
